Rainfall ,Temperature ,Humidity ,Wind Speed ,Solar Radiation,Soil pH,Soil Moisture ,Organic Matter Content ,Nitrogen ,Phosphorus ,Potassium ,Crop Type,Plant Population ,Fertilizer Application Rate ,Tillage Practice,Sowing Date,Weeding Frequency (per season),Crop Yield
72.12312551,32.27570637,56.81563638,4.14869242,347.8034602,5.302221739,37.14276755,6.228698059,13.43664574,59.57436705,96.95299565,Maize,34502,92.57,Conventional,14-05-2022,1,Low
98.9957156,20.60208289,51.72420034,2.466851372,797.7084807,5.002765778,13.17246518,8.336120357,62.96858655,36.83946984,23.32413688,Rice,41777,173.68,Conventional,14-03-2022,3,Low
61.30682223,33.34870065,64.03240142,1.057462544,404.1518856,7.695086108,44.65438794,1.395130709,87.79864108,45.77505062,58.48887712,Soybean,30627,61.14,No-till,24-05-2022,3,Low
131.3325827,34.87944121,67.59143668,3.039988287,117.1252919,6.841335771,13.0901435,7.251370691,12.30204472,74.28915047,42.96827265,Soybean,28792,83.95,No-till,02-05-2022,4,Low
147.1693224,24.41101193,71.58874218,4.785356231,353.8318661,6.032951075,46.94371135,3.569876972,27.64267667,52.39982037,44.32117873,Soybean,30555,159.54,Strip-till,11-05-2022,1,Medium
117.8372579,23.15477834,52.8559252,4.068471431,189.4480682,6.506408496,47.49813609,1.665174587,51.41665533,53.19309693,95.66667077,Maize,30253,139.82,No-till,03-03-2022,3,Medium
257.1843773,31.48045046,87.43270405,3.104152915,185.009831,7.109648668,42.55394879,5.683714972,69.93071352,63.84652193,10.60070395,Soybean,28433,59.67,No-till,28-03-2022,1,Medium
139.1883317,23.79539511,48.48792491,3.410625472,297.0745281,7.205611645,46.61022723,2.649492033,25.41062743,13.64171722,92.39920055,Yam,30233,181.59,No-till,29-03-2022,2,Medium
120.2336274,32.98343575,88.28265874,4.687529122,137.3628459,7.719629633,14.39828905,8.30293703,15.10253461,44.21632187,99.14382731,Yam,31016,181.59,Conventional,26-05-2022,2,Low
185.6740208,21.54263888,40.74280613,2.427542575,581.9585319,5.993949761,46.33902762,0.907511141,56.7143846,76.95738022,109.1498468,Cassava,43897,99.56,Conventional,18-03-2022,2,Low
85.23105624,21.88932795,64.05628459,1.991273625,151.7922189,5.526938185,16.83441599,1.437202515,83.68387418,32.12452941,78.95699836,Soybean,22612,101.06,Strip-till,04-04-2022,2,Low
250.5492452,34.68727333,56.66839191,4.897587043,242.3026888,6.738824934,26.97529536,5.449463197,13.17114184,27.11946098,46.68008611,Rice,43425,198.35,Strip-till,16-05-2022,4,Low
68.63766092,30.10758347,62.4561707,4.385494101,165.0298001,5.955047647,57.13726268,6.094946949,41.44325053,50.09059742,56.99582058,Cassava,45939,143.93,Strip-till,15-05-2022,2,Low
296.7217342,32.70330837,68.53322895,1.953696131,144.2174116,6.581094589,35.14377388,7.433923313,69.71632685,21.58395684,116.6709691,Soybean,42619,129.7,Conventional,16-04-2022,2,Low
243.0611923,24.86494066,61.7794579,2.587012688,287.4261659,5.969950295,58.3713216,2.962976918,21.76678055,46.69588674,106.9305509,Soybean,41870,175.72,No-till,22-06-2022,1,Medium
99.67892038,30.14725624,60.74234252,2.367851581,500.3292774,5.035485253,14.44612294,8.496723878,31.23520992,16.67390081,60.98785,Maize,43483,92.79,No-till,05-03-2022,3,Low
51.38052928,28.91362741,76.63617077,1.170930554,775.2798895,6.142993631,33.87782998,9.554852228,58.19433794,48.48450955,113.7369308,Maize,46054,114.38,Conventional,11-06-2022,1,Low
253.8653571,29.0472518,74.29381375,4.810186957,712.889658,6.918212377,13.12011601,5.240873384,95.79085267,50.17843877,100.5250363,Yam,35787,90.17,Strip-till,14-05-2022,4,Low
226.714336,30.23798689,81.6635641,2.31940594,713.1537478,7.297493327,41.51051312,7.725047967,35.86083564,36.38003593,109.1198848,Cassava,47132,168.37,Strip-till,30-06-2022,2,Medium
232.251792,28.6303876,52.49794906,4.438980872,223.2469252,6.226641969,13.93535007,5.486059368,53.87746791,33.70598191,85.1274958,Cassava,37159,136,Strip-till,28-04-2022,3,Low
242.8175867,26.43593554,70.47642549,1.352103025,285.4350354,5.078332616,18.76839013,1.159936779,45.99377768,23.40937088,104.3419448,Cassava,32206,148.82,Conventional,14-05-2022,3,Low
68.51116293,24.13884042,69.25973927,2.965418648,153.4753218,5.951406984,22.9415155,3.598059372,90.76570048,29.81917309,108.0942755,Yam,28226,87.85,Strip-till,28-04-2022,2,Low
139.6164321,31.52871996,58.48689054,0.607826233,644.9278379,7.252028751,47.43719258,1.331123551,16.47008776,42.37594754,20.1218243,Rice,34541,83.03,Strip-till,19-06-2022,2,Medium
78.96726488,23.39408645,64.3028771,3.938992177,148.871411,5.945007447,18.19810594,9.894351633,60.95328322,23.57441758,116.1738674,Rice,23152,123.26,Conventional,14-06-2022,4,Low
265.7758565,30.38531459,55.68910717,3.114112542,489.6869696,6.937857778,52.33160266,2.675746165,86.15077293,63.71258475,46.69744086,Rice,46531,160.63,No-till,16-04-2022,4,Medium
205.8245317,23.49999234,47.09221988,3.315153126,273.5129006,6.275247886,16.59519694,6.541053984,98.93058194,58.1776431,58.38894605,Cassava,21585,128.79,Conventional,03-06-2022,2,Low
132.7245062,29.37995255,50.69006053,0.732743971,270.4119438,5.344280938,11.76222245,3.201278468,72.88529478,25.19794004,97.10941351,Soybean,23943,54.9,Conventional,03-06-2022,2,Low
65.88958757,31.20617401,45.27568232,1.449672486,793.5075387,7.286526778,29.75227095,6.705839046,44.19419281,12.30763723,83.13859361,Cassava,43939,180.28,Conventional,13-03-2022,2,Low
127.7455804,23.28070833,74.15347876,0.834488926,629.7458649,4.794747089,58.9720821,2.498816063,47.06419173,5.013502924,108.2365904,Soybean,39457,59.7,Conventional,17-05-2022,2,Low
131.2958305,20.89914951,73.03636966,1.800114421,685.8575508,6.33711599,15.51711139,7.960065626,41.65139978,49.75391393,54.06311259,Maize,21021,193.37,No-till,21-06-2022,3,Low
232.4015446,21.96460614,87.53031858,3.323475535,500.3878797,5.23111862,15.0859222,1.552710227,64.32517898,20.85228098,51.061698,Yam,31653,53.77,Strip-till,17-06-2022,4,Low
209.3893678,29.08995451,76.48392068,3.047836929,709.7100012,4.7347297,47.55832554,9.003928801,76.54651936,5.943685258,13.48577345,Rice,30805,154.17,Conventional,14-06-2022,2,Low
271.8031856,32.74169609,42.60229194,3.254674197,551.8433774,6.26026878,25.6080847,8.484006079,83.75208072,31.93139529,60.89979143,Cassava,33417,62.33,No-till,28-05-2022,2,Low
168.0537313,20.67495232,84.2122587,2.971630721,762.3215934,6.248467546,45.86408086,6.948669765,47.49337987,77.14988467,89.64778474,Cassava,40227,186.6,Strip-till,02-04-2022,3,Medium
79.89856148,31.01226889,83.13375815,1.728629581,296.9370102,6.974153156,20.00052947,1.140438958,74.5037652,56.74571057,43.12965894,Maize,27989,119.66,Strip-till,05-06-2022,1,Low
228.3111968,25.11977969,62.16601604,1.600283738,516.723682,7.106627426,33.00359971,2.481405769,92.46003328,69.33227772,60.8999165,Soybean,29692,70.63,Strip-till,01-05-2022,2,Medium
240.1962622,27.17792555,69.29315253,1.116768576,583.0919436,7.04727021,23.26449389,8.663935159,92.8742315,15.85543237,34.13375453,Rice,32990,101.12,Conventional,18-05-2022,3,Medium
190.3192994,33.93289325,88.80391662,4.320818937,375.0561135,5.933455565,32.57641074,1.658757126,73.36261024,10.4966116,95.00665865,Yam,26873,74.72,Conventional,16-03-2022,3,Low
242.741795,24.97957257,66.61521819,3.274157113,715.7955877,6.710914255,48.45485463,1.981354915,67.32119735,5.864732263,16.65627175,Soybean,25675,75.59,Strip-till,13-04-2022,1,Low
173.4488991,26.98005401,85.26609142,1.339299556,785.8622142,6.519308349,48.10049702,5.668031576,57.8373468,76.67467175,87.59213605,Soybean,20161,192.22,Strip-till,27-04-2022,4,Medium
180.6832073,20.20523622,44.15193789,1.297442209,445.638644,5.975466146,35.78861438,3.104685677,26.48779014,27.51520515,51.68340129,Rice,24297,116.79,Strip-till,28-06-2022,4,Medium
156.8852546,21.2239808,49.55259344,4.428660207,373.4484584,6.59024443,56.41859219,2.609719149,21.12666873,39.46287068,14.57556763,Yam,46557,168.32,Strip-till,10-06-2022,4,Medium
56.35478169,23.87887387,62.03774717,3.842288887,430.35655,7.815367568,23.18920512,5.970227603,53.71399061,34.58927177,103.8816546,Rice,20995,145.94,Strip-till,06-03-2022,2,Low
76.97285675,20.41778361,69.23784042,3.46729586,696.915722,5.175128103,22.01556756,4.039478426,24.34997406,59.78427015,63.64940495,Rice,49487,151.46,Strip-till,16-06-2022,4,Low
57.85729642,29.47062989,80.81139259,2.330888484,551.8278979,7.670202335,40.69032006,1.835319019,61.92999331,28.24736615,75.92508666,Cassava,31534,69.75,No-till,28-05-2022,2,Low
209.1026028,26.39597535,89.41310576,1.678890039,131.3406608,4.687094299,41.06485171,5.581110792,68.11324573,45.1589662,90.52337607,Yam,49127,85.13,Strip-till,15-03-2022,2,Low
128.5889953,28.22217804,59.44257482,4.907528434,479.5189373,5.579362245,12.32700198,4.176617831,57.30540378,79.66866987,82.05818763,Soybean,27629,168.01,Conventional,04-03-2022,3,Low
177.1426728,22.61970779,42.37078181,4.087578088,112.1100859,5.50850837,40.38888562,7.477909356,13.27840413,38.30476635,90.39425579,Rice,48374,195.61,Conventional,25-04-2022,4,Medium
276.8916185,24.43898044,80.05857516,1.858006504,644.9747597,6.692277878,28.72180787,1.476176702,15.19551629,46.34536555,93.8509853,Maize,45851,89.4,Conventional,03-05-2022,4,Low
112.3230573,29.95736712,70.21903595,4.314041583,329.8185915,4.959287331,47.37212627,6.395825817,20.20070662,42.68960467,74.80666836,Yam,21016,90.74,Strip-till,07-05-2022,4,Low
152.5957308,34.47954085,49.92714294,3.915193769,430.4052375,7.588216641,50.40528323,4.646686606,23.82812245,65.23896186,50.2201614,Maize,44253,120.93,Conventional,02-06-2022,2,Low
238.8877846,20.7562516,64.74142283,1.836862474,659.0746741,7.39992993,37.60769098,4.357587813,99.08943524,25.01297405,36.74563647,Soybean,42823,197.58,No-till,03-04-2022,2,Medium
107.1995414,33.35576481,77.11551228,2.419487844,132.5141721,6.782230369,10.08525158,2.706733036,41.00455152,17.78285121,109.319356,Yam,44276,90.34,Strip-till,30-05-2022,4,Low
69.24497746,28.65321802,78.52058935,1.336790504,210.9790749,6.104448411,41.81829051,0.789047268,36.27760363,61.55698687,116.6917329,Cassava,43247,111.05,Conventional,03-06-2022,2,Low
122.4378632,28.4587935,64.9809206,0.999736,378.5722635,7.765346147,47.44406398,8.553047346,14.70399721,36.17136398,49.34290306,Yam,44300,183.72,No-till,25-04-2022,2,Medium
90.30532181,27.50417803,55.26072651,3.752429148,260.9476145,7.407612942,22.44916331,3.600895817,67.17883516,73.52945067,22.3541802,Soybean,28529,50.44,No-till,01-04-2022,1,Low
282.4244131,21.04091129,88.6871291,1.703803358,336.530998,6.247603018,33.23230006,6.970364877,68.69717066,53.31194643,34.47910598,Cassava,37262,55.96,Conventional,16-06-2022,1,Medium
252.0300949,21.34815278,73.16813055,4.190267146,798.7223165,6.956556741,58.28633117,9.502080298,25.79038206,47.32573338,83.77340806,Soybean,29268,140.61,No-till,11-06-2022,4,Medium
208.3509391,29.01368008,60.41187597,4.980239202,677.7901063,6.484254833,24.90577767,5.867407832,92.73173868,10.28427911,29.0226707,Yam,41271,186.11,Conventional,24-06-2022,4,Medium
267.8651475,25.11437857,54.02316121,0.844789163,718.7312705,6.557797834,21.15766255,4.272895574,82.04441919,59.78089289,95.81345004,Soybean,32185,85.83,No-till,09-03-2022,1,Medium
250.9180192,33.759021,76.55514915,2.628658063,755.9382435,5.658416243,20.54273952,3.04859888,30.72873851,56.45302741,111.5333264,Yam,41243,120.45,Strip-till,02-05-2022,2,Low
96.64251472,26.09885806,52.10917228,4.109281517,338.6551162,6.117296116,37.94004172,9.37341603,53.72647578,53.00539434,116.0016667,Cassava,26331,117.57,Strip-till,13-06-2022,2,Low
273.1397496,22.14922188,48.58549945,4.050279034,307.9538705,4.773425008,57.48935507,6.979729771,51.25517706,25.09321427,11.02580566,Yam,28571,120.95,Strip-till,11-05-2022,3,Low
184.8355605,30.7207825,66.49169445,3.919987212,263.8437448,5.750720421,40.43450646,6.820173236,41.36683999,76.00544913,115.3969581,Soybean,45068,143.38,Strip-till,17-05-2022,4,Medium
251.8600388,24.40030132,54.49936963,2.070477209,681.0818379,6.935399804,25.16615601,4.548504089,83.58712415,29.12413453,91.4213861,Soybean,27208,120.46,Strip-till,02-04-2022,4,Medium
274.022825,27.88205461,71.44525725,2.542339651,575.6863036,7.836256107,41.9284889,8.527962772,19.83380371,16.41732176,19.24552555,Soybean,25276,117.12,Conventional,26-05-2022,4,Medium
129.5008687,30.46749178,45.89693374,3.177357608,265.3203877,7.870724395,41.24211488,7.279885777,47.37828158,79.04008662,55.67645157,Maize,38446,121.14,Strip-till,21-03-2022,3,Medium
77.51298113,33.50396167,72.74705523,4.882732626,363.8956804,6.445030042,39.84625679,3.190241082,48.52280175,60.96847093,87.0050022,Maize,48460,138.63,Strip-till,24-04-2022,3,Low
106.9837906,31.88286792,54.1648264,1.973962719,454.6982348,6.623177881,17.97131034,6.19599727,52.18530442,36.10901617,115.2354042,Maize,36448,130.55,Strip-till,15-05-2022,2,Low
156.7769472,30.14541602,40.01214672,4.654147495,469.6980401,5.150024149,41.72833997,4.586842569,87.5214992,75.19373232,28.0555533,Rice,36216,178.12,Strip-till,26-04-2022,1,Medium
254.5036915,30.19449774,46.34680288,1.712106132,722.10941,6.933578378,31.50822263,0.562606547,29.63501832,11.83380308,24.05066101,Yam,28006,57.42,No-till,02-03-2022,1,Low
265.1826458,34.18886966,86.68076889,4.950835095,366.3962931,4.747305774,10.92960293,8.172422599,19.26308562,11.57459123,61.95817586,Maize,22568,175,Strip-till,13-03-2022,1,Low
51.73803263,24.43736146,83.36773196,3.516186591,735.9668214,5.4963999,36.98822436,1.666888315,65.60276165,56.1838264,116.4908783,Soybean,41847,176.59,Strip-till,04-03-2022,2,Low
177.6868256,20.01668141,51.6804516,2.585801662,408.9572922,6.839271715,59.46333726,5.344567807,25.64510275,18.34790363,116.8517137,Soybean,49824,92.74,Conventional,23-05-2022,1,Medium
154.3527508,24.07931839,78.91859523,3.260256926,622.4608724,5.58608546,27.48697954,3.694148834,16.74388773,73.78546364,35.07062152,Maize,22027,119.43,No-till,19-04-2022,3,Medium
105.5269526,23.26837069,70.42857966,1.726390261,751.178024,4.674464059,58.27796092,3.749845891,48.39842985,68.02693807,45.12818628,Maize,22695,115.78,Conventional,23-06-2022,3,Low
79.96634183,29.92751878,88.54523557,1.733782359,735.3029928,7.411546433,14.81028708,5.034966392,29.76817878,27.97754181,109.8835184,Soybean,46071,82.78,Strip-till,17-04-2022,4,Low
134.4037929,29.505674,58.68028298,1.010995447,139.8670071,5.586155025,46.62250579,9.971719488,42.5094957,71.66296867,90.83256399,Maize,35422,109.52,Conventional,17-05-2022,1,Medium
285.727426,28.90192074,74.07303063,1.01322634,243.9930065,4.720868287,15.71649973,4.379606966,33.37399721,8.216576526,116.9548072,Rice,25258,56.66,Conventional,30-03-2022,3,Low
130.800733,20.24365165,43.17678612,2.064522837,433.8337979,4.761758576,23.67857868,2.232127683,18.33728165,46.14783896,108.2463199,Rice,42002,91.67,Strip-till,29-03-2022,4,Low
179.6976554,30.93167082,59.81236734,3.932849651,402.088003,5.381155796,38.54204177,6.329260211,60.43124826,75.16720803,33.66056553,Rice,26736,172.5,No-till,08-03-2022,1,Medium
225.7547397,24.85295619,88.19088306,3.235870254,548.6241654,5.123055815,39.6389847,2.744733226,12.43165762,69.15372342,93.56995454,Cassava,20391,92.68,No-till,12-03-2022,1,Medium
140.9074006,29.97583984,66.94904372,0.961630521,761.2963356,7.210050412,48.76056586,1.502716799,96.97378132,31.70549929,15.34217547,Rice,33986,172.73,Conventional,10-04-2022,3,Medium
292.9455207,28.34867643,54.39397517,4.335064362,178.6832979,5.625894163,40.76557036,0.976654635,40.71974696,18.71528264,99.96160566,Soybean,49090,129.74,Strip-till,10-06-2022,4,Low
290.6118237,25.14096388,46.01354816,3.206154321,416.3010656,7.316435248,39.68073522,0.717372103,72.56417594,20.79054413,76.17124387,Cassava,32666,181.98,Conventional,26-03-2022,4,Low
112.945574,22.01864401,75.17641701,4.823850096,234.6877265,5.108460992,55.61765435,4.596064159,82.93265853,43.58809086,115.1711059,Soybean,25892,136.22,Conventional,19-04-2022,3,Medium
174.3121265,21.41628346,72.24280217,3.515834603,725.8753189,6.225077128,32.60803761,4.553894909,35.1194316,49.75797079,115.6035701,Soybean,23561,54.45,Conventional,02-03-2022,3,Medium
125.2195775,32.472775,58.69693568,1.288286887,775.2061301,6.908129967,21.26328893,2.262681301,77.38648382,7.461073747,15.58966199,Maize,46854,151.31,Strip-till,24-04-2022,3,Low
